Time (h),Batch ID,Penicillin concentration(P:g/L),pH(pH:pH),Temperature(T:K)
141.8,1,20.595,6.4926,297.99
142.0,1,20.631,6.4949,297.99
142.2,1,20.669,6.4982,297.99
142.4,1,20.706,6.501,297.99
142.6,1,20.743,6.5047,297.99
142.8,1,20.781,6.5078,297.99
143.0,1,20.818,6.5082,298.0
143.2,1,20.854,6.5054,298.0
143.4,1,20.89,6.4997,297.99
143.6,1,20.928,6.4933,298.0
143.8,1,20.965,6.4882,298.0
144.0,1,21.002,6.4871,298.0
144.2,1,21.039,6.4882,298.0
144.4,1,21.075,6.4942,298.0
144.6,1,21.112,6.5004,298.0
144.8,1,21.149,6.5066,298.0
145.0,1,21.187,6.5105,298.0
145.2,1,21.224,6.5141,298.0
145.4,1,21.262,6.515,298.0
145.6,1,21.299,6.513,298.0
145.8,1,21.337,6.5091,298.01
146.0,1,21.375,6.5037,298.01
146.2,1,21.413,6.499,298.01
146.4,1,21.45,6.498,298.01
146.6,1,21.487,6.4988,298.01
146.8,1,21.523,6.4993,298.0
147.0,1,21.561,6.4982,298.0
147.2,1,21.598,6.4969,297.99
147.4,1,21.633,6.4988,297.99
147.6,1,21.668,6.5019,297.98
147.8,1,21.703,6.5019,297.97
148.0,1,21.739,6.4988,297.97
148.2,1,21.774,6.4965,297.96
148.4,1,21.808,6.4938,297.96
148.6,1,21.843,6.4925,297.95
148.8,1,21.877,6.4929,297.95
149.0,1,21.911,6.4944,297.97
149.2,1,21.945,6.4991,297.96
149.4,1,21.98,6.5031,297.95
149.6,1,22.015,6.5035,297.95
149.8,1,22.051,6.5041,297.95
150.0,1,22.087,6.5039,297.97
150.2,1,22.128,6.5312,298.0
150.4,1,22.171,6.5494,298.03
150.6,1,22.215,6.552,298.06
150.8,1,22.26,6.5311,298.09
151.0,1,22.306,6.4999,298.12
151.2,1,22.353,6.4709,298.15
151.4,1,22.399,6.454,298.17
151.6,1,22.445,6.4526,298.18
151.8,1,22.49,6.4648,298.18
152.0,1,22.536,6.4857,298.18
152.2,1,22.58,6.4846,298.17
152.4,1,22.625,6.4855,298.16
152.6,1,22.668,6.4887,298.13
152.8,1,22.712,6.4916,298.1
153.0,1,22.754,6.4934,298.06
153.2,1,22.796,6.4973,298.03
153.4,1,22.839,6.4981,298.01
153.6,1,22.881,6.4992,297.99
153.8,1,22.924,6.4983,297.98
154.0,1,22.966,6.4966,297.96
154.2,1,23.008,6.4956,297.95
154.4,1,23.051,6.4938,298.17
154.6,1,23.093,6.4911,298.16
154.8,1,23.135,6.4883,298.13
155.0,1,23.176,6.4869,298.1
155.2,1,23.217,6.4877,298.07
155.4,1,23.256,6.4961,298.05
155.6,1,23.296,6.5022,298.02
155.8,1,23.336,6.5069,298.01
156.0,1,23.376,6.5114,297.99
156.2,1,23.416,6.5142,297.98
156.4,1,23.457,6.515,297.96
156.6,1,23.498,6.5138,297.96
156.8,1,23.538,6.5139,297.95
157.0,1,23.579,6.5099,297.95
157.2,1,23.62,6.5078,298.09
157.4,1,23.66,6.5033,298.09
157.6,1,23.701,6.4987,298.08
157.8,1,23.741,6.4928,298.07
158.0,1,23.781,6.4919,298.06
158.2,1,23.821,6.4925,298.04
158.4,1,23.86,6.4974,298.03
158.6,1,23.898,6.5036,298.01
158.8,1,23.936,6.5119,297.99
159.0,1,23.974,6.5203,297.98
159.2,1,24.012,6.5269,297.97
159.4,1,24.05,6.5281,297.95
159.6,1,24.09,6.5262,297.95
159.8,1,24.128,6.5201,297.95
160.0,1,24.166,6.5126,297.95
160.2,1,24.172,6.5067,297.96
160.4,1,24.178,6.501,297.88
160.6,1,24.183,6.497,297.95
160.8,1,24.189,6.4951,297.87
161.0,1,24.194,6.4943,297.96
161.2,1,24.198,6.4947,297.88
161.4,1,24.202,6.496,298.04
161.6,1,24.206,6.5003,297.94
161.8,1,24.209,6.5052,298.19
162.0,1,24.211,6.5121,298.08
162.2,1,24.215,6.5155,297.96
162.4,1,24.219,6.5134,297.87
162.6,1,24.222,6.509,297.93
162.8,1,24.225,6.5057,297.85
163.0,1,24.227,6.5003,297.95
163.2,1,24.229,6.497,297.87
163.4,1,24.23,6.4964,297.98
163.6,1,24.231,6.4998,297.9
163.8,1,24.231,6.5027,298.06
164.0,1,24.232,6.5045,297.98
164.2,1,24.232,6.5031,297.89
164.4,1,24.234,6.5002,297.96
164.6,1,24.236,6.4964,297.89
164.8,1,24.239,6.494,298.04
165.0,1,24.241,6.4937,297.96
165.2,1,24.243,6.4963,297.87
165.4,1,24.246,6.499,297.94
165.6,1,24.25,6.503,297.87
165.8,1,24.254,6.5061,297.96
166.0,1,24.259,6.5061,297.89
166.2,1,24.263,6.5051,298.04
166.4,1,24.269,6.5031,297.96
166.6,1,24.274,6.5005,297.87
166.8,1,24.28,6.4982,297.94
167.0,1,24.285,6.4957,297.87
167.2,1,24.291,6.4944,297.96
167.4,1,24.298,6.4962,297.88
167.6,1,24.306,6.4986,298.03
167.8,1,24.314,6.5009,297.95
168.0,1,24.322,6.5057,298.17
168.2,1,24.331,6.5113,298.07
168.4,1,24.34,6.5148,297.96
168.6,1,24.351,6.5115,297.88
168.8,1,24.362,6.5039,297.93
169.0,1,24.375,6.4956,297.85
169.2,1,24.387,6.4893,297.94
169.4,1,24.399,6.4854,297.86
169.6,1,24.41,6.488,297.96
169.8,1,24.422,6.4938,297.89
170.0,1,24.432,6.5015,298.03
170.2,1,24.457,6.5386,297.97
170.4,1,24.485,6.5653,297.91
170.6,1,24.515,6.563,298.0
170.8,1,24.547,6.5433,297.95
171.0,1,24.58,6.5079,297.91
171.2,1,24.613,6.476,297.98
171.4,1,24.646,6.4579,297.94
171.6,1,24.676,6.46,298.06
171.8,1,24.707,6.4813,298.01
172.0,1,24.738,6.5097,297.95
172.2,1,24.77,6.5047,297.9
172.4,1,24.802,6.4982,297.94
172.6,1,24.834,6.4928,297.9
172.8,1,24.866,6.4902,297.97
173.0,1,24.897,6.4919,297.92
173.2,1,24.927,6.495,298.03
173.4,1,24.957,6.4991,297.98
173.6,1,24.986,6.5013,297.91
173.8,1,25.015,6.5017,297.97
174.0,1,25.044,6.5013,297.92
174.2,1,25.073,6.5032,298.04
174.4,1,25.103,6.5043,297.98
174.6,1,25.133,6.5029,297.92
174.8,1,25.162,6.5007,297.98
175.0,1,25.19,6.4966,297.92
175.2,1,25.219,6.4915,298.05
175.4,1,25.248,6.4895,297.99
175.6,1,25.276,6.4896,297.92
175.8,1,25.304,6.4932,297.98
176.0,1,25.333,6.4997,297.92
176.2,1,25.361,6.5059,298.05
176.4,1,25.389,6.5117,297.99
176.6,1,25.419,6.5146,297.93
176.8,1,25.449,6.5119,297.99
177.0,1,25.48,6.5065,297.94
177.2,1,25.511,6.4998,298.07
177.4,1,25.542,6.4937,298.02
177.6,1,25.573,6.492,297.95
177.8,1,25.603,6.495,297.9
178.0,1,25.633,6.4989,297.93
178.2,1,25.663,6.5048,297.87
178.4,1,25.692,6.5102,297.95
178.6,1,25.722,6.5107,297.89
178.8,1,25.753,6.511,297.98
179.0,1,25.784,6.5069,297.94
179.2,1,25.815,6.5001,298.07
179.4,1,25.846,6.4954,298.02
179.6,1,25.876,6.4926,297.96
179.8,1,25.906,6.4914,297.9
180.0,1,25.937,6.4916,297.94
180.2,1,25.967,6.4956,297.89
180.4,1,25.996,6.4993,297.96
180.6,1,26.025,6.5052,297.91
180.8,1,26.053,6.5102,298.02
181.0,1,26.082,6.5125,297.97
181.2,1,26.111,6.51,297.91
181.4,1,26.14,6.5014,297.97
181.6,1,26.169,6.4956,297.92
181.8,1,26.199,6.4909,298.04
182.0,1,26.228,6.4887,297.98
182.2,1,26.256,6.4896,297.91
182.4,1,26.284,6.4929,297.98
182.6,1,26.312,6.4947,297.92
182.8,1,26.34,6.4982,298.05
183.0,1,26.368,6.5029,297.98
183.2,1,26.396,6.5075,297.91
183.4,1,26.423,6.5122,297.97
183.6,1,26.451,6.5112,297.91
183.8,1,26.478,6.5064,298.03
184.0,1,26.506,6.5003,297.97
184.2,1,26.534,6.4947,297.9
184.4,1,26.561,6.4903,297.96
184.6,1,26.587,6.4899,297.9
184.8,1,26.614,6.4921,298.02
185.0,1,26.641,6.4968,297.96
185.2,1,26.667,6.5037,297.89
185.4,1,26.692,6.5098,297.95
185.6,1,26.718,6.5124,297.89
185.8,1,26.743,6.5076,298.02
186.0,1,26.77,6.4964,297.95
186.2,1,26.797,6.4879,297.88
186.4,1,26.823,6.4855,297.95
186.6,1,26.85,6.4863,297.88
186.8,1,26.876,6.4861,297.97
187.0,1,26.902,6.4899,297.91
187.2,1,26.927,6.4941,298.04
187.4,1,26.952,6.4972,297.97
187.6,1,26.977,6.4999,297.89
187.8,1,27.001,6.5036,297.94
188.0,1,27.026,6.5092,297.87
188.2,1,27.051,6.5142,297.96
188.4,1,27.077,6.5162,297.89
188.6,1,27.102,6.5166,298.03
188.8,1,27.128,6.5184,297.96
189.0,1,27.154,6.5146,297.89
189.2,1,27.18,6.5076,297.95
189.4,1,27.206,6.4982,297.89
189.6,1,27.233,6.4872,298.02
189.8,1,27.259,6.4797,297.96
190.0,1,27.284,6.4817,297.89
190.2,1,27.309,6.5119,297.95
190.4,1,27.334,6.5398,297.89
190.6,1,27.361,6.558,298.03
190.8,1,27.391,6.5481,297.98
191.0,1,27.424,6.5269,297.93
191.2,1,27.457,6.5003,298.03
191.4,1,27.49,6.4749,297.99
191.6,1,27.522,6.4575,297.95
191.8,1,27.553,6.4484,298.02
192.0,1,27.582,6.4484,297.97
192.2,1,27.61,6.4343,297.91
192.4,1,27.636,6.4323,297.95
192.6,1,27.66,6.4465,297.88
192.8,1,27.683,6.4633,297.95
193.0,1,27.704,6.4824,297.89
193.2,1,27.725,6.5014,298.03
193.4,1,27.746,6.5177,297.97
193.6,1,27.767,6.5307,297.89
193.8,1,27.789,6.5397,297.97
194.0,1,27.813,6.5435,297.9
194.2,1,27.837,6.545,298.06
194.4,1,27.862,6.5409,298.0
194.6,1,27.888,6.5326,297.93
194.8,1,27.915,6.5215,298.02
195.0,1,27.942,6.5099,297.98
195.2,1,27.97,6.4953,297.92
195.4,1,27.998,6.4816,297.99
195.6,1,28.025,6.4748,297.94
195.8,1,28.052,6.4697,298.06
196.0,1,28.077,6.4717,298.01
196.2,1,28.101,6.4827,297.94
196.4,1,28.124,6.4936,298.0
196.6,1,28.147,6.5014,297.95
196.8,1,28.17,6.5096,298.06
197.0,1,28.193,6.515,298.01
197.2,1,28.217,6.5137,297.95
197.4,1,28.241,6.5125,298.0
197.6,1,28.266,6.5086,297.96
197.8,1,28.291,6.5015,297.9
198.0,1,28.315,6.4917,297.93
198.2,1,28.338,6.4839,297.87
198.4,1,28.36,6.4811,297.94
198.6,1,28.382,6.4791,297.87
198.8,1,28.402,6.4753,297.96
199.0,1,28.421,6.4755,297.91
199.2,1,28.439,6.478,298.05
199.4,1,28.456,6.4841,297.99
199.6,1,28.473,6.4943,297.92
199.8,1,28.491,6.5041,297.99
200.0,1,28.507,6.5111,297.93
200.2,1,28.518,6.5096,298.07
200.4,1,28.528,6.5089,298.01
200.6,1,28.538,6.5013,297.93
200.8,1,28.548,6.4995,298.0
201.0,1,28.557,6.5023,297.93
201.2,1,28.566,6.5059,298.07
201.4,1,28.575,6.5096,298.0
201.6,1,28.585,6.514,297.92
201.8,1,28.597,6.514,297.99
202.0,1,28.607,6.5107,297.92
202.2,1,28.618,6.5051,298.05
202.4,1,28.63,6.501,297.98
202.6,1,28.641,6.496,297.89
202.8,1,28.652,6.4867,297.96
203.0,1,28.662,6.478,297.89
203.2,1,28.672,6.4727,298.02
203.4,1,28.681,6.4754,297.95
203.6,1,28.69,6.4826,298.15
203.8,1,28.699,6.4911,298.06
204.0,1,28.707,6.5048,297.96
204.2,1,28.715,6.5168,297.88
204.4,1,28.724,6.5296,297.93
204.6,1,28.734,6.5372,297.86
204.8,1,28.744,6.5405,297.94
205.0,1,28.755,6.5407,297.87
205.2,1,28.767,6.5353,297.97
205.4,1,28.781,6.5228,297.89
205.6,1,28.794,6.5125,298.05
205.8,1,28.807,6.5047,297.96
206.0,1,28.821,6.497,297.87
206.2,1,28.835,6.4901,297.93
206.4,1,28.849,6.4867,297.86
206.6,1,28.862,6.4852,297.95
206.8,1,28.874,6.4837,297.88
207.0,1,28.885,6.4835,298.03
207.2,1,28.895,6.4872,297.95
207.4,1,28.905,6.49,298.19
207.6,1,28.914,6.4958,298.07
207.8,1,28.923,6.5077,297.96
208.0,1,28.932,6.5154,297.86
208.2,1,28.941,6.5224,297.92
208.4,1,28.951,6.5262,297.84
208.6,1,28.961,6.5234,297.94
208.8,1,28.971,6.5202,297.87
209.0,1,28.981,6.5153,297.97
209.2,1,28.991,6.5102,297.89
209.4,1,29.001,6.5077,298.05
209.6,1,29.011,6.5036,297.95
209.8,1,29.022,6.5,298.19
210.0,1,29.032,6.4945,298.06
210.2,1,29.042,6.5191,297.94
210.4,1,29.053,6.5419,298.04
210.6,1,29.065,6.554,297.94
210.8,1,29.08,6.5417,298.13
211.0,1,29.096,6.521,298.03
211.2,1,29.113,6.4972,297.93
211.4,1,29.129,6.4757,298.02
211.6,1,29.144,6.4596,297.93
211.8,1,29.158,6.4531,298.11
212.0,1,29.17,6.4575,298.01
212.2,1,29.181,6.4459,297.91
212.4,1,29.189,6.4461,297.99
212.6,1,29.195,6.454,297.92
212.8,1,29.2,6.466,298.09
213.0,1,29.203,6.4823,297.99
213.2,1,29.205,6.4999,297.9
213.4,1,29.208,6.5131,297.98
213.6,1,29.212,6.5234,297.9
213.8,1,29.217,6.5295,298.08
214.0,1,29.222,6.5326,297.99
214.2,1,29.228,6.5289,297.89
214.4,1,29.235,6.526,297.98
214.6,1,29.243,6.5151,297.9
214.8,1,29.251,6.5026,298.07
215.0,1,29.259,6.492,297.98
215.2,1,29.266,6.4865,297.88
215.4,1,29.273,6.4883,297.96
215.6,1,29.279,6.4936,297.88
215.8,1,29.284,6.5004,298.06
216.0,1,29.289,6.5089,297.97
216.2,1,29.295,6.5158,297.88
216.4,1,29.301,6.5177,297.97
216.6,1,29.308,6.5187,297.89
216.8,1,29.315,6.5143,298.09
217.0,1,29.323,6.5062,297.99
217.2,1,29.33,6.4958,297.89
217.4,1,29.337,6.4865,297.99
217.6,1,29.343,6.4785,297.9
217.8,1,29.348,6.4788,298.1
218.0,1,29.353,6.4819,298.0
218.2,1,29.358,6.482,297.9
218.4,1,29.361,6.4853,298.0
218.6,1,29.365,6.4918,297.91
218.8,1,29.366,6.4954,298.11
219.0,1,29.368,6.5043,298.01
219.2,1,29.369,6.5148,297.91
219.4,1,29.371,6.5205,298.01
219.6,1,29.374,6.5276,297.92
219.8,1,29.378,6.5285,298.11
220.0,1,29.383,6.5286,298.02
220.2,1,29.388,6.5238,297.92
220.4,1,29.394,6.512,298.01
220.6,1,29.399,6.4968,297.93
220.8,1,29.404,6.4802,298.09
221.0,1,29.407,6.4677,298.0
221.2,1,29.409,6.4603,297.9
221.4,1,29.409,6.458,297.97
221.6,1,29.408,6.4587,297.89
221.8,1,29.406,6.4667,298.04
222.0,1,29.402,6.4789,297.95
222.2,1,29.398,6.4957,298.19
222.4,1,29.394,6.5107,298.07
222.6,1,29.39,6.5248,297.94
222.8,1,29.386,6.5336,298.05
223.0,1,29.384,6.5297,297.95
223.2,1,29.381,6.5302,298.15
223.4,1,29.38,6.5298,298.02
223.6,1,29.38,6.5262,297.91
223.8,1,29.381,6.5147,297.98
224.0,1,29.382,6.5042,297.89
224.2,1,29.384,6.4998,298.05
224.4,1,29.385,6.4912,297.94
224.6,1,29.386,6.4838,298.2
224.8,1,29.386,6.4748,298.05
225.0,1,29.386,6.4683,297.91
225.2,1,29.386,6.4645,298.01
225.4,1,29.384,6.4603,297.91
225.6,1,29.381,6.4621,298.12
225.8,1,29.377,6.466,297.99
226.0,1,29.373,6.47,297.87
0.2,2,0.001,6.4648,297.87
0.4,2,0.00099943,6.4833,297.94
0.6,2,0.00099884,6.5088,297.92
0.8,2,0.00099825,6.5303,298.04
1.0,2,0.00099771,6.5376,297.99
1.2,2,0.00099722,6.5254,297.95
1.4,2,0.00099675,6.5037,297.93
1.6,2,0.00099628,6.4828,297.99
1.8,2,0.00099579,6.4718,297.96
2.0,2,0.00099525,6.4761,297.95
2.2,2,0.00099469,6.4923,298.01
2.4,2,0.00099411,6.5113,297.99
2.6,2,0.00099354,6.5258,297.98
2.8,2,0.00099301,6.527,297.97
3.0,2,0.00099252,6.5137,297.97
3.2,2,0.00099202,6.4938,297.98
3.4,2,0.0009915,6.4791,297.99
3.6,2,0.00099096,6.4777,298.0
3.8,2,0.00099038,6.4895,298.01
4.0,2,0.00098979,6.5066,298.01
4.2,2,0.00098921,6.5211,298.02
4.4,2,0.00098865,6.5233,298.03
4.6,2,0.00098813,6.5114,298.04
4.8,2,0.00098761,6.4938,298.04
5.0,2,0.00098709,6.4807,298.05
5.2,2,0.00098656,6.481,298.05
5.4,2,0.00098599,6.4904,298.05
5.6,2,0.00098542,6.5041,298.05
5.8,2,0.00098485,6.5148,298.06
6.0,2,0.00098429,6.5157,298.07
6.2,2,0.00098376,6.5066,298.08
6.4,2,0.00098323,6.4935,298.08
6.6,2,0.0009827,6.4837,298.08
6.8,2,0.00098213,6.4807,298.08
7.0,2,0.00098155,6.487,298.08
7.2,2,0.00098094,6.4985,298.08
7.4,2,0.00098033,6.5088,298.08
7.6,2,0.00097973,6.5138,298.09
7.8,2,0.00097915,6.5116,298.1
8.0,2,0.00097858,6.5007,298.11
8.2,2,0.00097801,6.49,298.12
8.4,2,0.00097742,6.485,298.12
8.6,2,0.00097682,6.4865,298.13
8.8,2,0.00097619,6.4927,298.13
9.0,2,0.00097555,6.5006,298.12
9.2,2,0.00097492,6.5066,298.12
9.4,2,0.00097429,6.5064,298.13
9.6,2,0.00097366,6.4993,298.15
9.8,2,0.00097304,6.4917,298.15
10.0,2,0.0009724,6.4855,298.16
10.2,2,0.00097174,6.4825,298.16
10.4,2,0.00097105,6.4812,298.17
10.6,2,0.00097034,6.4844,298.19
10.8,2,0.00096961,6.487,298.2
11.0,2,0.00096886,6.4899,298.22
11.2,2,0.00096809,6.4916,298.23
11.4,2,0.00096731,6.4919,298.24
11.6,2,0.00096652,6.4903,298.26
11.8,2,0.00096571,6.491,298.27
12.0,2,0.0009649,6.49,298.27
12.2,2,0.00096401,6.4894,298.25
12.4,2,0.00096312,6.4923,298.19
12.6,2,0.00096221,6.5108,298.09
12.8,2,0.00096133,6.5385,297.97
13.0,2,0.0009605,6.5578,297.88
13.2,2,0.00095982,6.5473,298.75
13.4,2,0.00095919,6.522,298.56
13.6,2,0.0009586,6.4924,298.35
13.8,2,0.00095799,6.4663,298.19
14.0,2,0.00095735,6.4522,298.1
14.2,2,0.00095664,6.4497,298.06
14.4,2,0.00095586,6.4565,298.03
14.6,2,0.00095503,6.4743,298.02
14.8,2,0.00095417,6.4923,298.02
15.0,2,0.0009533,6.5086,298.02
15.2,2,0.00095244,6.5218,298.04
15.4,2,0.00095161,6.5316,298.05
15.6,2,0.00095083,6.5385,298.07
15.8,2,0.0009501,6.5388,298.07
16.0,2,0.00094944,6.5304,298.07
16.2,2,0.00094863,6.4923,298.16
16.4,2,0.00094781,6.4559,298.24
16.6,2,0.00094693,6.4318,298.29
16.8,2,0.00094595,6.4241,298.31
17.0,2,0.00094488,6.4319,298.31
17.2,2,0.00094372,6.4464,298.29
17.4,2,0.0009425,6.4607,298.24
17.6,2,0.00094123,6.4755,298.22
17.8,2,0.00093993,6.4892,298.23
18.0,2,0.00093861,6.5024,298.26
18.2,2,0.0009373,6.5137,298.29
18.4,2,0.00093601,6.5232,298.3
18.6,2,0.00093476,6.5307,298.28
18.8,2,0.00093354,6.5336,298.24
19.0,2,0.00093236,6.5331,298.23
19.2,2,0.00093123,6.5286,298.23
19.4,2,0.00093013,6.5194,298.23
19.6,2,0.00092906,6.5111,298.22
19.8,2,0.000928,6.5062,298.19
20.0,2,0.00092695,6.4975,298.16
20.2,2,0.00092566,6.4653,298.23
20.4,2,0.00092432,6.4348,298.35
20.6,2,0.0009229,6.4173,298.44
20.8,2,0.00092137,6.4065,298.47
21.0,2,0.0009198,6.397,298.47
21.2,2,0.00091824,6.3901,298.42
21.4,2,0.00091669,6.3773,298.33
21.6,2,0.00091513,6.3674,298.26
21.8,2,0.00091359,6.3585,298.17
22.0,2,0.00091204,6.346,298.12
22.2,2,0.00091051,6.3345,298.1
22.4,2,0.00090897,6.3296,298.12
22.6,2,0.00090744,6.332,298.1
22.8,2,0.00090591,6.3349,298.09
23.0,2,0.00090439,6.3401,298.08
23.2,2,0.00090287,6.3441,298.05
23.4,2,0.00090136,6.3491,297.99
23.6,2,0.00089986,6.3549,297.94
23.8,2,0.00089833,6.3613,299.87
24.0,2,0.00089678,6.3685,299.53
24.2,2,0.021231,6.4082,298.93
24.4,2,0.045669,6.4473,298.47
24.6,2,0.070577,6.4835,298.14
24.8,2,0.095984,6.5153,297.92
25.0,2,0.12085,6.5427,299.2
25.2,2,0.14535,6.5663,298.88
25.4,2,0.17034,6.5641,298.54
25.6,2,0.19615,6.5358,298.27
25.8,2,0.22242,6.5042,298.08
26.0,2,0.24882,6.4738,297.96
26.2,2,0.27549,6.4541,297.88
26.4,2,0.3025,6.4464,298.77
26.6,2,0.33012,6.4501,298.54
26.8,2,0.35806,6.4617,298.32
27.0,2,0.38656,6.475,298.17
27.2,2,0.41526,6.4878,298.07
27.4,2,0.44419,6.5058,298.02
27.6,2,0.47336,6.523,297.98
27.8,2,0.50271,6.5355,297.94
28.0,2,0.53243,6.5438,298.61
28.2,2,0.55816,6.5371,298.51
28.4,2,0.58448,6.5215,298.39
28.6,2,0.61143,6.5026,298.29
28.8,2,0.63897,6.4856,298.2
29.0,2,0.66695,6.4737,298.11
29.2,2,0.69534,6.4664,298.05
29.4,2,0.72404,6.4641,298.01
29.6,2,0.753,6.4702,297.98
29.8,2,0.78203,6.4756,297.96
30.0,2,0.81113,6.4865,297.95
30.2,2,0.83975,6.5002,298.51
30.4,2,0.86816,6.5114,298.44
30.6,2,0.89698,6.5181,298.32
30.8,2,0.92622,6.5204,298.22
31.0,2,0.95586,6.5139,298.15
31.2,2,0.98592,6.5163,298.1
31.4,2,1.0164,6.5152,298.07
31.6,2,1.047,6.5095,298.05
31.8,2,1.0779,6.5102,298.04
32.0,2,1.1096,6.5082,298.02
32.2,2,1.1383,6.4988,298.01
32.4,2,1.1674,6.4888,298.0
32.6,2,1.1974,6.4841,298.0
32.8,2,1.2281,6.4802,298.0
33.0,2,1.2594,6.4769,297.99
33.2,2,1.2906,6.476,298.0
33.4,2,1.3217,6.4775,298.0
33.6,2,1.3532,6.4843,298.01
33.8,2,1.3849,6.4946,298.01
34.0,2,1.4171,6.5082,298.02
34.2,2,1.4497,6.5208,298.02
34.4,2,1.4825,6.5303,298.03
34.6,2,1.5153,6.5384,298.03
34.8,2,1.5486,6.542,298.03
35.0,2,1.5825,6.5388,298.02
35.2,2,1.6167,6.5294,298.03
35.4,2,1.6508,6.5159,298.02
35.6,2,1.6852,6.5035,298.01
35.8,2,1.7202,6.4921,298.01
36.0,2,1.7558,6.4844,298.0
36.2,2,1.7895,6.4821,298.01
36.4,2,1.8237,6.4838,298.01
36.6,2,1.8588,6.486,298.01
36.8,2,1.894,6.4883,298.01
37.0,2,1.9294,6.4957,298.01
37.2,2,1.9648,6.5055,298.0
37.4,2,2.0007,6.514,298.0
37.6,2,2.0364,6.5236,297.99
37.8,2,2.0722,6.5299,298.0
38.0,2,2.1086,6.532,298.01
38.2,2,2.1451,6.5245,298.01
38.4,2,2.1819,6.5137,298.01
38.6,2,2.2188,6.4999,298.01
38.8,2,2.2561,6.4868,298.01
39.0,2,2.2936,6.485,298.01
39.2,2,2.3313,6.4877,298.0
39.4,2,2.3688,6.494,297.99
39.6,2,2.4066,6.504,297.99
39.8,2,2.4449,6.5154,297.99
40.0,2,2.4834,6.5244,297.98
40.2,2,2.5204,6.5264,297.99
40.4,2,2.5575,6.5203,298.0
40.6,2,2.5945,6.5059,297.99
40.8,2,2.632,6.4914,298.0
41.0,2,2.6701,6.4805,298.0
41.2,2,2.7078,6.4743,298.01
41.4,2,2.7454,6.4758,298.02
41.6,2,2.7834,6.484,298.02
41.8,2,2.822,6.496,298.02
42.0,2,2.8613,6.5042,298.02
42.2,2,2.9006,6.511,298.01
42.4,2,2.9401,6.5138,298.01
42.6,2,2.9797,6.5152,298.01
42.8,2,3.0194,6.5129,298.02
43.0,2,3.0591,6.5064,298.02
43.2,2,3.0995,6.4976,298.02
43.4,2,3.1399,6.4887,298.01
43.6,2,3.1807,6.4845,297.99
43.8,2,3.221,6.4835,297.98
44.0,2,3.2618,6.485,297.97
44.2,2,3.2984,6.4837,297.98
44.4,2,3.3358,6.492,297.99
44.6,2,3.3741,6.5006,298.0
44.8,2,3.413,6.5056,298.01
45.0,2,3.4528,6.5083,298.02
45.2,2,3.4937,6.5124,298.03
45.4,2,3.5353,6.517,298.05
45.6,2,3.5777,6.5172,298.05
45.8,2,3.6207,6.5164,298.05
46.0,2,3.6639,6.5127,298.03
46.2,2,3.7075,6.5081,298.02
46.4,2,3.751,6.5008,298.0
46.6,2,3.7951,6.4963,297.98
46.8,2,3.8398,6.4913,297.97
47.0,2,3.8854,6.4891,297.95
47.2,2,3.9313,6.4911,298.51
47.4,2,3.9771,6.4944,298.38
47.6,2,4.0231,6.4969,298.25
47.8,2,4.0697,6.5018,298.17
48.0,2,4.1167,6.5063,298.13
48.2,2,4.1625,6.5086,298.12
48.4,2,4.2086,6.511,298.09
48.6,2,4.2547,6.5109,298.07
48.8,2,4.3016,6.5095,298.05
49.0,2,4.3489,6.5073,298.04
49.2,2,4.3961,6.503,298.03
49.4,2,4.4435,6.5018,298.01
49.6,2,4.491,6.4989,298.0
49.8,2,4.539,6.4947,297.98
50.0,2,4.5875,6.4909,297.96
50.2,2,4.629,6.4883,297.85
50.4,2,4.6705,6.4901,298.37
50.6,2,4.7122,6.4923,298.19
50.8,2,4.7538,6.4941,298.03
51.0,2,4.7954,6.4966,297.94
51.2,2,4.8367,6.4996,298.27
51.4,2,4.8779,6.5027,298.18
51.6,2,4.9192,6.5066,298.08
51.8,2,4.9606,6.5086,298.01
52.0,2,5.0018,6.5101,297.97
52.2,2,5.042,6.508,297.94
52.4,2,5.082,6.5052,298.17
52.6,2,5.1221,6.5049,298.13
52.8,2,5.1624,6.5041,298.09
53.0,2,5.203,6.5012,298.05
53.2,2,5.2439,6.4991,298.03
53.4,2,5.2848,6.499,298.01
53.6,2,5.326,6.4969,297.99
53.8,2,5.3671,6.4968,297.98
54.0,2,5.4085,6.497,297.96
54.2,2,5.4497,6.4962,297.95
54.4,2,5.4907,6.4953,297.95
54.6,2,5.5315,6.4952,298.1
54.8,2,5.5725,6.4944,298.08
55.0,2,5.6135,6.493,298.05
55.2,2,5.6545,6.4927,298.02
55.4,2,5.6952,6.4938,298.0
55.6,2,5.7361,6.494,297.99
55.8,2,5.7766,6.4972,297.98
56.0,2,5.817,6.4996,297.97
56.2,2,5.8569,6.4987,297.97
56.4,2,5.8962,6.4958,297.98
56.6,2,5.9354,6.4959,297.99
56.8,2,5.9745,6.4978,297.99
57.0,2,6.0134,6.5001,297.99
57.2,2,6.0525,6.4996,297.99
57.4,2,6.0917,6.4986,297.99
57.6,2,6.1309,6.4972,297.99
57.8,2,6.17,6.4971,297.99
58.0,2,6.2094,6.4973,297.99
58.2,2,6.2489,6.4992,297.99
58.4,2,6.2883,6.5005,297.98
58.6,2,6.3274,6.5005,297.99
58.8,2,6.3668,6.5024,297.99
59.0,2,6.4062,6.5031,297.99
59.2,2,6.4457,6.5006,297.99
